id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
321583,349131,321583,Проблема национальной автономии Курдского народа в Иракской Республике (1958 - 1970 гг.),"Мгои, Ш. Х.",АН АрмССР. Институт востоковедения,,Ереван,1977,1977,Книга,Ереван,Изд-во АН АрмССР,pdf,333 с.,,PII/402834,hy,,НАН РА Институт востоковедения История Внешняя политика,https://arar.sci.am/dlibra/publication/349131/edition/321583
337069,366090,337069,Проблемы истории и филологии,,АН Армении. Институт востоковедения,Редкол. А. Н. Тер-Гевондян,Ереван,1990,1990,Книга,Ереван,Изд-во АН АрмССР,pdf,302 с.,,AII/634276,ru,,Международные отношения История НАН РА Институт востоковедения,https://arar.sci.am/dlibra/publication/366090/edition/337069
321558,349107,321558,Просвещение в Турции 1923-1960 гг.,"Даниелян, Рима Сааковна",АН АрмССР. Сектор востоковедения,,Ереван,1971,1971,Книга,Ереван,Изд-во АН АрмССР,pdf,146 с.,,,hy,,НАН РА Институт востоковедения История Турция,https://arar.sci.am/dlibra/publication/349107/edition/321558
358823,387947,358823,Революционный процесс в странах Африки и Азии,,Институт Африки АН СССР ; Институт востоковедения АН Грузинской ССР,Отв. ред. Ан.А. Громыко,Тбилиси,1984,1984,Книга,Тбилиси,«Мецниереба»,pdf,230 с.,,PII/526507,rus,,Политические знания Политика,https://arar.sci.am/dlibra/publication/387947/edition/358823
341087,370784,341087,Реформы 20-30-х гг. XIX века в Османской империи,"Боджолян, М. Т.",АН АрмССР. Институт востоковедения,Отв. ред. С. Ф. Орешкова,Ереван,1984,1984,Книга,Ереван,Изд-во АН АрмССР,pdf,156 с.,,PII/523993 ; PII/530825 ; PII/567219,ru,,История Османская империя Политика,https://arar.sci.am/dlibra/publication/370784/edition/341087
321633,349183,321633,Рубаи в классической поэзии на фарси (X-XII вв.),"Козмоян, Армануш Козмоевна",АН АрмССР. Институт востоковедения,,Ереван,1981,1981,Книга,Ереван,Изд-во АН АрмССР,pdf,112 с.,,AI/48536,ru,,НАН РА Институт востоковедения Литературоведение Персидская литература,https://arar.sci.am/dlibra/publication/349183/edition/321633
359574,388721,359574,Самаритянская хроника Абу-Л-Фатха из собрания Российской Национальной Библиотеки,"Жамкочян, Арутюн Сизефрович",Рос. акад. наук ; Нац. акад. наук Респ. Армения ; Ин-т востоковедения,Отв. ред. В. В. Наумкин,Москва,1995,1995,Книга,Москва,тип. МНПО «Ниопик»,pdf,200 с.,,,ru,,История Гуманитарное наследие человечества Гуманизм,https://arar.sci.am/dlibra/publication/388721/edition/359574
363591,392945,363591,Самаритянский переписчик 'Абд ал-Латиф б. Йа' куб б. Садака б. Сафи и его рукописи,"Жамкочян, А. С.","НАН РА. Инстититут востоковедения ; РАН Институт востоковедения ; Международная общественная организация ""Центр стратегических и политических исследований""",,Москва,2004,2004,Книга,Москва,,pdf,14 с.,20 см.,,ru,,Самаритянская культура,https://arar.sci.am/dlibra/publication/392945/edition/363591
321641,349191,321641,Сасанидский Судебник «Книга тысячи судебных решений»,"Периханян, А. Г.",АН АрмССР. Институт востоковедения ; АН СССР. Институт востоковедения (Лениградское отделение),,Ереван,1973,1973,Книга,Ереван,Изд-во АН АрмССР,pdf,575 с.,,PII/348603,hy,,НАН РА Институт востоковедения Юриспруденция История,https://arar.sci.am/dlibra/publication/349191/edition/321641
337072,366104,337072,Современные политические и социально-экономические проблемы арабских стран,,АН Армении. Институт востоковедения,Редкол. Н. О. Оганесян,Ереван,1988,1988,Книга,Ереван,Изд-во АН АрмССР,pdf,282 с.,,РII/598878,ru,,Международные отношения История НАН РА Институт востоковедения,https://arar.sci.am/dlibra/publication/366104/edition/337072
342648,372547,342648,Страна Шубриа,"Саркисян, Д. Н.",Институт востоковедения АН АрмССР,Отв. ред. Г. Х. Саркисян,Ереван,1989,1989,Книга,Ереван,Изд-во АН АрмССР,pdf,113 с.,ил.,PII/608893 ; PII/609170 ; PII/637098 ; PII/637099 ; Джаук/1282,ru,,История Древний Восток,https://arar.sci.am/dlibra/publication/372547/edition/342648
340994,370773,340994,Танзимат и Западная Армения,"Боджолян, М. Т.",АН АрмССР. Институт востоковедения,Отв. ред. С. Ф. Орешкова,Ереван,1991,1991,Книга,Ереван,Изд-во АН Армении,pdf,141 с.,,Р/II638765,ru,,Османская империя Западная Армения История,https://arar.sci.am/dlibra/publication/370773/edition/340994
321918,349472,321918,Творчество Бозорга Аляви,"Мовсесян, Г. О.",АН АрмССР. Институт востоковедения,,Ереван,1980,1980,Книга,Ереван,Изд-во АН АрмССР,pdf,102 с.,,PII/447630 ; PII/449960,ru,,Литературоведение НАН РА Институт востоковедения,https://arar.sci.am/dlibra/publication/349472/edition/321918
375470,406344,375470,"Тезисы докладов Всесоюзного симпозиума ""Города и торговля Древнего Востока III-I тыс. до н. э.""",,Институт истории АН АрмССР ; Институт археологии и этнографии АН АрмССР ; Институт востоковедения АН ССР,,Ереван,1969,1969,Книга,Ереван,,pdf,40 с.,,РII/391619 ; Иоан/1158,ru,,История Симпозиум,https://arar.sci.am/dlibra/publication/406344/edition/375470
340938,370717,340938,Топономика Урарту,"Арутюнян, Н. В.",АН АрмССР. Институт востоковедения,Отв. ред. Г. А. Меликишвили,"Nasza Biblioteka Cyfrowa is... Here put the description for the main page matadata, visible e.g. when sharing on Facebook.",1985,1985,Книга,,Изд-во АН АрмССР,pdf,308 с.,,PII/535091 ; PII/535092,ru,,История армянского народа История Деревнего Востока,https://arar.sci.am/dlibra/publication/370717/edition/340938
